id,kode_kabupaten_kota,kode_provinsi,kondisi_hutan,luas_hutan,nama_kabupaten_kota,nama_provinsi,satuan,tahun
563,3205,32,RUSAK,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2018
564,3205,32,REHABILITASI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2018
565,3205,32,BERUBAH FUNGSI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2018
566,3206,32,BAIK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2018
567,3206,32,SEDANG,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2018
568,3206,32,RUSAK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2018
569,3206,32,REHABILITASI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2018
570,3206,32,BERUBAH FUNGSI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2018
571,3207,32,BAIK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2018
572,3207,32,SEDANG,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2018
573,3207,32,RUSAK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2018
574,3207,32,REHABILITASI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2018
575,3207,32,BERUBAH FUNGSI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2018
576,3208,32,BAIK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2018
577,3208,32,SEDANG,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2018
578,3208,32,RUSAK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2018
579,3208,32,REHABILITASI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2018
580,3208,32,BERUBAH FUNGSI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2018
581,3209,32,BAIK,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2018
582,3209,32,SEDANG,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2018
583,3209,32,RUSAK,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2018
584,3209,32,REHABILITASI,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2018
585,3209,32,BERUBAH FUNGSI,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2018
586,3210,32,BAIK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2018
587,3210,32,SEDANG,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2018
588,3210,32,RUSAK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2018
589,3210,32,REHABILITASI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2018
590,3210,32,BERUBAH FUNGSI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2018
591,3211,32,BAIK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2018
592,3211,32,SEDANG,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2018
593,3211,32,RUSAK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2018
594,3211,32,REHABILITASI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2018
595,3211,32,BERUBAH FUNGSI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2018
596,3212,32,BAIK,1793018,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2018
597,3212,32,SEDANG,2395532,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2018
598,3212,32,RUSAK,79300,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2018
599,3212,32,REHABILITASI,0,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2018
600,3212,32,BERUBAH FUNGSI,0,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2018
601,3213,32,BAIK,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2018
602,3213,32,SEDANG,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2018
603,3213,32,RUSAK,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2018
604,3213,32,REHABILITASI,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2018
605,3213,32,BERUBAH FUNGSI,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2018
606,3214,32,BAIK,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2018
607,3214,32,SEDANG,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2018
608,3214,32,RUSAK,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2018
609,3214,32,REHABILITASI,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2018
610,3214,32,BERUBAH FUNGSI,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2018
611,3215,32,BAIK,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2018
612,3215,32,SEDANG,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2018
613,3215,32,RUSAK,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2018
614,3215,32,REHABILITASI,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2018
615,3215,32,BERUBAH FUNGSI,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2018
616,3216,32,BAIK,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2018
617,3216,32,SEDANG,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2018
618,3216,32,RUSAK,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2018
619,3216,32,REHABILITASI,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2018
620,3216,32,BERUBAH FUNGSI,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2018
621,3217,32,BAIK,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2018
622,3217,32,SEDANG,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2018
623,3217,32,RUSAK,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2018
624,3217,32,REHABILITASI,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2018
625,3217,32,BERUBAH FUNGSI,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2018
626,3218,32,BAIK,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2018
627,3218,32,SEDANG,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2018
628,3218,32,RUSAK,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2018
629,3218,32,REHABILITASI,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2018
630,3218,32,BERUBAH FUNGSI,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2018
631,3271,32,BAIK,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2018
632,3271,32,SEDANG,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2018
633,3271,32,RUSAK,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2018
634,3271,32,REHABILITASI,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2018
635,3271,32,BERUBAH FUNGSI,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2018
636,3272,32,BAIK,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2018
637,3272,32,SEDANG,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2018
638,3272,32,RUSAK,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2018
639,3272,32,REHABILITASI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2018
640,3272,32,BERUBAH FUNGSI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2018
641,3273,32,BAIK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2018
642,3273,32,SEDANG,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2018
643,3273,32,RUSAK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2018
644,3273,32,REHABILITASI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2018
645,3273,32,BERUBAH FUNGSI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2018
646,3274,32,BAIK,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2018
647,3274,32,SEDANG,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2018
648,3274,32,RUSAK,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2018
649,3274,32,REHABILITASI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2018
650,3274,32,BERUBAH FUNGSI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2018
651,3275,32,BAIK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2018
652,3275,32,SEDANG,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2018
653,3275,32,RUSAK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2018
654,3275,32,REHABILITASI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2018
655,3275,32,BERUBAH FUNGSI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2018
656,3276,32,BAIK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2018
657,3276,32,SEDANG,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2018
658,3276,32,RUSAK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2018
659,3276,32,REHABILITASI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2018
660,3276,32,BERUBAH FUNGSI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2018
661,3277,32,BAIK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2018
662,3277,32,SEDANG,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2018
663,3277,32,RUSAK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2018
664,3277,32,REHABILITASI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2018
665,3277,32,BERUBAH FUNGSI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2018
666,3278,32,BAIK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2018
667,3278,32,SEDANG,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2018
668,3278,32,RUSAK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2018
669,3278,32,REHABILITASI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2018
670,3278,32,BERUBAH FUNGSI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2018
671,3279,32,BAIK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2018
672,3279,32,SEDANG,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2018
673,3279,32,RUSAK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2018
674,3279,32,REHABILITASI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2018
675,3279,32,BERUBAH FUNGSI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2018
676,3201,32,BAIK,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2019
677,3201,32,SEDANG,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2019
678,3201,32,RUSAK,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2019
679,3201,32,REHABILITASI,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2019
680,3201,32,BERUBAH FUNGSI,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2019
681,3202,32,BAIK,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2019
682,3202,32,SEDANG,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2019
683,3202,32,RUSAK,450,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2019
684,3202,32,REHABILITASI,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2019
685,3202,32,BERUBAH FUNGSI,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2019
686,3203,32,BAIK,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2019
687,3203,32,SEDANG,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2019
688,3203,32,RUSAK,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2019
689,3203,32,REHABILITASI,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2019
690,3203,32,BERUBAH FUNGSI,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2019
691,3204,32,BAIK,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2019
692,3204,32,SEDANG,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2019
693,3204,32,RUSAK,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2019
694,3204,32,REHABILITASI,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2019
695,3204,32,BERUBAH FUNGSI,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2019
696,3205,32,BAIK,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2019
697,3205,32,SEDANG,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2019
698,3205,32,RUSAK,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2019
699,3205,32,REHABILITASI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2019
700,3205,32,BERUBAH FUNGSI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2019
701,3206,32,BAIK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2019
702,3206,32,SEDANG,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2019
703,3206,32,RUSAK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2019
704,3206,32,REHABILITASI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2019
705,3206,32,BERUBAH FUNGSI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2019
706,3207,32,BAIK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2019
707,3207,32,SEDANG,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2019
708,3207,32,RUSAK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2019
709,3207,32,REHABILITASI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2019
710,3207,32,BERUBAH FUNGSI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2019
711,3208,32,BAIK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2019
712,3208,32,SEDANG,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2019
713,3208,32,RUSAK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2019
714,3208,32,REHABILITASI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2019
715,3208,32,BERUBAH FUNGSI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2019
716,3209,32,BAIK,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2019
717,3209,32,SEDANG,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2019
718,3209,32,RUSAK,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2019
719,3209,32,REHABILITASI,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2019
720,3209,32,BERUBAH FUNGSI,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2019
721,3210,32,BAIK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2019
722,3210,32,SEDANG,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2019
723,3210,32,RUSAK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2019
724,3210,32,REHABILITASI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2019
725,3210,32,BERUBAH FUNGSI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2019
726,3211,32,BAIK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2019
727,3211,32,SEDANG,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2019
728,3211,32,RUSAK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2019
729,3211,32,REHABILITASI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2019
730,3211,32,BERUBAH FUNGSI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2019
731,3212,32,BAIK,182802,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2019
732,3212,32,SEDANG,239553,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2019
733,3212,32,RUSAK,79300,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2019
734,3212,32,REHABILITASI,0,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2019
735,3212,32,BERUBAH FUNGSI,0,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2019
736,3213,32,BAIK,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2019
737,3213,32,SEDANG,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2019
738,3213,32,RUSAK,73460,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2019
739,3213,32,REHABILITASI,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2019
740,3213,32,BERUBAH FUNGSI,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2019
741,3214,32,BAIK,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2019
742,3214,32,SEDANG,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2019
743,3214,32,RUSAK,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2019
744,3214,32,REHABILITASI,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2019
745,3214,32,BERUBAH FUNGSI,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2019
746,3215,32,BAIK,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2019
747,3215,32,SEDANG,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2019
748,3215,32,RUSAK,1338139,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2019
749,3215,32,REHABILITASI,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2019
750,3215,32,BERUBAH FUNGSI,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2019
751,3216,32,BAIK,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2019
752,3216,32,SEDANG,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2019
753,3216,32,RUSAK,1048115,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2019
754,3216,32,REHABILITASI,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2019
755,3216,32,BERUBAH FUNGSI,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2019
756,3217,32,BAIK,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2019
757,3217,32,SEDANG,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2019
758,3217,32,RUSAK,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2019
759,3217,32,REHABILITASI,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2019
760,3217,32,BERUBAH FUNGSI,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2019
761,3218,32,BAIK,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2019
762,3218,32,SEDANG,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2019
763,3218,32,RUSAK,1750,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2019
764,3218,32,REHABILITASI,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2019
765,3218,32,BERUBAH FUNGSI,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2019
766,3271,32,BAIK,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2019
767,3271,32,SEDANG,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2019
768,3271,32,RUSAK,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2019
769,3271,32,REHABILITASI,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2019
770,3271,32,BERUBAH FUNGSI,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2019
771,3272,32,BAIK,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2019
772,3272,32,SEDANG,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2019
773,3272,32,RUSAK,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2019
774,3272,32,REHABILITASI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2019
775,3272,32,BERUBAH FUNGSI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2019
776,3273,32,BAIK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2019
777,3273,32,SEDANG,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2019
778,3273,32,RUSAK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2019
779,3273,32,REHABILITASI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2019
780,3273,32,BERUBAH FUNGSI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2019
781,3274,32,BAIK,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2019
782,3274,32,SEDANG,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2019
783,3274,32,RUSAK,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2019
784,3274,32,REHABILITASI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2019
785,3274,32,BERUBAH FUNGSI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2019
786,3275,32,BAIK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2019
787,3275,32,SEDANG,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2019
788,3275,32,RUSAK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2019
789,3275,32,REHABILITASI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2019
790,3275,32,BERUBAH FUNGSI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2019
791,3276,32,BAIK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2019
792,3276,32,SEDANG,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2019
793,3276,32,RUSAK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2019
794,3276,32,REHABILITASI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2019
795,3276,32,BERUBAH FUNGSI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2019
796,3277,32,BAIK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2019
797,3277,32,SEDANG,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2019
798,3277,32,RUSAK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2019
799,3277,32,REHABILITASI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2019
800,3277,32,BERUBAH FUNGSI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2019
801,3278,32,BAIK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2019
802,3278,32,SEDANG,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2019
803,3278,32,RUSAK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2019
804,3278,32,REHABILITASI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2019
805,3278,32,BERUBAH FUNGSI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2019
806,3279,32,BAIK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2019
807,3279,32,SEDANG,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2019
808,3279,32,RUSAK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2019
809,3279,32,REHABILITASI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2019
810,3279,32,BERUBAH FUNGSI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2019
811,3201,32,BAIK,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2020
812,3201,32,SEDANG,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2020
813,3201,32,RUSAK,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2020
814,3201,32,REHABILITASI,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2020
815,3201,32,BERUBAH FUNGSI,0,KABUPATEN BOGOR,JAWA BARAT,HEKTAR,2020
816,3202,32,BAIK,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2020
817,3202,32,SEDANG,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2020
818,3202,32,RUSAK,450,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2020
819,3202,32,REHABILITASI,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2020
820,3202,32,BERUBAH FUNGSI,0,KABUPATEN SUKABUMI,JAWA BARAT,HEKTAR,2020
821,3203,32,BAIK,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2020
822,3203,32,SEDANG,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2020
823,3203,32,RUSAK,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2020
824,3203,32,REHABILITASI,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2020
825,3203,32,BERUBAH FUNGSI,0,KABUPATEN CIANJUR,JAWA BARAT,HEKTAR,2020
826,3204,32,BAIK,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2020
827,3204,32,SEDANG,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2020
828,3204,32,RUSAK,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2020
829,3204,32,REHABILITASI,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2020
830,3204,32,BERUBAH FUNGSI,0,KABUPATEN BANDUNG,JAWA BARAT,HEKTAR,2020
831,3205,32,BAIK,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2020
832,3205,32,SEDANG,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2020
833,3205,32,RUSAK,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2020
834,3205,32,REHABILITASI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2020
835,3205,32,BERUBAH FUNGSI,0,KABUPATEN GARUT,JAWA BARAT,HEKTAR,2020
836,3206,32,BAIK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2020
837,3206,32,SEDANG,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2020
838,3206,32,RUSAK,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2020
839,3206,32,REHABILITASI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2020
840,3206,32,BERUBAH FUNGSI,0,KABUPATEN TASIKMALAYA,JAWA BARAT,HEKTAR,2020
841,3207,32,BAIK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2020
842,3207,32,SEDANG,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2020
843,3207,32,RUSAK,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2020
844,3207,32,REHABILITASI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2020
845,3207,32,BERUBAH FUNGSI,0,KABUPATEN CIAMIS,JAWA BARAT,HEKTAR,2020
