,Judul,View,Download,Tanggal Upload,Tanggal Putus,Status,Jenis
8543,Putus :,50,3,2023-03-30,27-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi  Pemerasan,Berkekuatan Hukum Tetap
8544,Putus :,30,9,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Wanprestasi,Berkekuatan Hukum Tetap
8545,Register :,8,6,2023-03-30,06-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8546,Putusan MAHKAMAH AGUNG Nomor 5028 B/PK/PJK/2022,16,3,2023-03-30,21-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8547,Putusan MAHKAMAH AGUNG Nomor 381 K/Pid.Sus/2023,18,4,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8548,Putusan MAHKAMAH AGUNG Nomor 1288 PK/Pdt/2022,6,2,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8549,Putusan MAHKAMAH AGUNG Nomor 6051 B/PK/PJK/2022,7,8,2023-03-30,10-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8550,Putusan MAHKAMAH AGUNG Nomor 4960 B/PK/PJK/2022,4,1,2023-03-30,29-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
8551,Putusan MAHKAMAH AGUNG Nomor 5392 K/Pid.Sus/2022,19,9,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
8552,Putusan MAHKAMAH AGUNG Nomor 5509 B/PK/PJK/2022,6,2,2023-03-30,06-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8553,Putusan MAHKAMAH AGUNG Nomor 4445 K/Pid.Sus/2022,9,3,2023-03-30,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8554,Putusan MAHKAMAH AGUNG Nomor 120 K/Pid.Sus/2023,30,4,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
8555,Putusan MAHKAMAH AGUNG Nomor 4658 K/Pdt/2022,8,2,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8556,Putusan MAHKAMAH AGUNG Nomor 7248 K/Pid.Sus/2022,4,2,2023-03-30,18-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8557,Upload :,7,3,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8558,Putus :,16,4,2023-03-30,27-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8559,Putus :,21,9,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8560,Putusan MAHKAMAH AGUNG Nomor 5503 B/PK/PJK/2022,21,9,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
8561,Putusan MAHKAMAH AGUNG Nomor 5120 K/Pdt/2022,14,8,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
8562,Putusan MAHKAMAH AGUNG Nomor 903 PK/Pid.Sus/2022,6,3,2023-03-30,29-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8563,Putusan MAHKAMAH AGUNG Nomor 5569 B/PK/PJK/2022,10,3,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8564,Putusan MAHKAMAH AGUNG Nomor 5864 B/PK/PJK/2022,12,5,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8565,Putusan MAHKAMAH AGUNG Nomor 3531 K/Pdt/2022,25,4,2023-03-30,25-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Wanprestasi,Berkekuatan Hukum Tetap
8566,Putusan MAHKAMAH AGUNG Nomor 5131 K/Pid.Sus/2022,7,3,2023-03-30,12-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8567,Putusan MAHKAMAH AGUNG Nomor 3146 K/Pid.Sus/2022,22,15,2023-03-30,16-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
8568,Putusan MAHKAMAH AGUNG Nomor 4937 B/PK/PJK/2022,7,3,2023-03-30,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8569,Putusan MAHKAMAH AGUNG Nomor 6047 B/PK/PJK/2022,9,3,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8570,Putusan MAHKAMAH AGUNG Nomor 5352 B/PK/PJK/2022,7,5,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8571,Upload :,13,4,2023-03-30,16-08-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8572,Putus :,8,3,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8573,Putus :,5,2,2023-03-30,13-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8574,Putus :,23,7,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
8575,Putus :,4,2,2023-03-30,31-01-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8576,Putus :,5,2,2023-03-30,24-01-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum,Berkekuatan Hukum Tetap
8577,Putus :,4,2,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8578,Putus :,9,4,2023-03-30,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8579,Putus :,3,2,2023-03-30,21-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8580,Putusan MAHKAMAH AGUNG Nomor 5565 B/PK/PJK/2022,9,8,2023-03-30,16-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8581,Putusan MAHKAMAH AGUNG Nomor 5346 B/PK/PJK/2022,9,4,2023-03-30,16-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8582,Upload :,90,55,2023-03-30,30-08-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Lingkungan Hidup,Berkekuatan Hukum Tetap
8583,Upload :,20,11,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Wanprestasi,Berkekuatan Hukum Tetap
8584,Upload :,13,1,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
8585,Putus :,7,3,2023-03-30,29-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8586,Putus :,5,2,2023-03-30,23-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8587,Putus :,8,4,2023-03-30,31-01-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum,Berkekuatan Hukum Tetap
8588,Putus :,6,3,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8589,Putus :,52,9,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
8590,Putus :,4,2,2023-03-30,16-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8591,Putus :,9,1,2023-03-30,27-02-2023,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
8592,Putus :,32,10,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Bea Masuk,Berkekuatan Hukum Tetap
8593,Putus :,10,7,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8594,Putus :,8,8,2023-03-30,16-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8595,Putus :,10,3,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8596,Putus :,6,3,2023-03-30,23-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8597,Putus :,14,1,2023-03-30,13-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8598,Putus :,3,1,2023-03-30,07-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
8599,Register :,9,4,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8600,Putusan MAHKAMAH AGUNG Nomor 6504 K/Pid.Sus-LH/2022,64,50,2023-03-30,07-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Lingkungan Hidup,Berkekuatan Hukum Tetap
8601,Putusan MAHKAMAH AGUNG Nomor 5563 B/PK/PJK/2022,5,3,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8602,Putusan MAHKAMAH AGUNG Nomor 5859 B/PK/PJK/2022,9,4,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8603,Upload :,14,5,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8604,Putus :,8,3,2023-03-30,01-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8605,Putus :,23,14,2023-03-30,21-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum,Berkekuatan Hukum Tetap
8606,Putus :,15,17,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8607,Putus :,15,7,2023-03-30,13-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8608,Register :,9,2,2023-03-30,03-08-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8609,Putusan MAHKAMAH AGUNG Nomor 2178 K/Pid.Sus/2021,4,3,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8610,Putusan MAHKAMAH AGUNG Nomor 6964 K/PID.SUS/2022,11,1,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
8611,Putusan MAHKAMAH AGUNG Nomor 4412 K/Pdt/2022,7,5,2023-03-30,21-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8612,Putusan MAHKAMAH AGUNG Nomor 5192 K/Pid.Sus/2022,5,2,2023-03-30,08-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8613,Putusan MAHKAMAH AGUNG Nomor 4428 K/Pid.Sus/2022,11,3,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8614,Putusan MAHKAMAH AGUNG Nomor 5562 B/PK/PJK/2022,15,5,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8615,Putusan MAHKAMAH AGUNG Nomor 5341 B/PK/PJK/2022,18,3,2023-03-30,02-06-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
8616,Putusan MAHKAMAH AGUNG Nomor 1414 K/Pdt/2022,21,5,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
8617,Putusan MAHKAMAH AGUNG Nomor 5496 B/PK/PJK/2022,7,3,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8618,Putusan MAHKAMAH AGUNG Nomor 5858 B/PK/PJK/2022,16,6,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
8619,Putusan MAHKAMAH AGUNG Nomor 5098 K/Pdt/2022,12,1,2023-03-30,18-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8620,Putusan MAHKAMAH AGUNG Nomor 6508 K/Pid.Sus/2022,59,69,2023-03-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
8621,Putusan MAHKAMAH AGUNG Nomor 5336 B/PK/PJK/2022,7,3,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8622,Upload :,9,5,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8623,Upload :,7,3,2023-03-30,26-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8624,Upload :,7,2,2023-03-30,16-09-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8625,Upload :,9,8,2023-03-30,13-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8626,Upload :,4,3,2023-03-30,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8627,Upload :,6,3,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8628,Upload :,18,0,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8629,Putus :,7,3,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8630,Putus :,15,9,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
8631,Putus :,3,1,2023-03-30,28-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum,Berkekuatan Hukum Tetap
8632,Putus :,32,17,2023-03-30,06-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Penghasilan Pasal 23PPh23,Berkekuatan Hukum Tetap
8633,Putus :,10,3,2023-03-30,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8634,Putus :,14,5,2023-03-30,11-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Perceraian,Berkekuatan Hukum Tetap
8635,Putus :,2,1,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum,Berkekuatan Hukum Tetap
8636,Putus :,8,3,2023-03-30,01-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pencurian,Berkekuatan Hukum Tetap
8637,Putus :,4,3,2023-03-30,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8638,Putus :,18,6,2023-03-30,20-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8639,Putus :,8,3,2023-03-30,24-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8640,Putusan MAHKAMAH AGUNG Nomor 6043 K/Pid.Sus/2022,24,16,2023-03-30,01-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi  Kerugian Keuangan Negara,Berkekuatan Hukum Tetap
8641,Putusan MAHKAMAH AGUNG Nomor 4831 B/PK/PJK/2022,5,3,2023-03-30,20-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8642,Upload :,4,3,2023-03-30,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8643,Upload :,13,3,2023-03-30,30-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8644,Upload :,20,5,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Wanprestasi,Berkekuatan Hukum Tetap
8645,Upload :,12,8,2023-03-30,02-03-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8646,Upload :,5,3,2023-03-30,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8647,Upload :,41,18,2023-03-30,30-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Wanprestasi,Berkekuatan Hukum Tetap
8648,Putus :,16,0,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penggelapan,Berkekuatan Hukum Tetap
8649,Register :,10,5,2023-03-30,10-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8650,Putusan MAHKAMAH AGUNG Nomor 4986 B/PK/PJK/2022,56,67,2023-03-30,10-12-2020,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
8651,Putusan MAHKAMAH AGUNG Nomor 4638 K/Pid.Sus/2020,8,4,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8652,Upload :,5,3,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8653,Upload :,15,2,2023-03-30,03-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Perusakan,Berkekuatan Hukum Tetap
8654,Putus :,10,1,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8655,Putus :,7,4,2023-03-30,01-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8656,Putus :,16,14,2023-03-30,02-03-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8657,Putus :,2,1,2023-03-30,21-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8658,Putus :,40,14,2023-03-30,01-09-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Harta Bersama,Berkekuatan Hukum Tetap
8659,Putus :,5,3,2023-03-30,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8660,Putusan MAHKAMAH AGUNG Nomor 4829 B/PK/PJK/2022,19,10,2023-03-30,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8661,Putusan MAHKAMAH AGUNG Nomor 5790 K/Pid.Sus/2022,58,73,2023-03-30,09-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
8662,Putusan MAHKAMAH AGUNG Nomor 4255 K/Pid.Sus/2022,26,8,2023-03-30,05-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi  Kerugian Keuangan Negara,Berkekuatan Hukum Tetap
8663,Putusan MAHKAMAH AGUNG Nomor 5841 B/PK/PJK/2022,8,3,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8664,Putusan MAHKAMAH AGUNG Nomor 7361 K/Pid.Sus/2022,5,1,2023-03-30,19-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8665,Putusan MAHKAMAH AGUNG Nomor 364 K/Pid.Sus/2023,15,1,2023-03-30,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8666,Putusan MAHKAMAH AGUNG Nomor 4406 K/Pdt/2022,24,2,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8667,Upload :,12,3,2023-03-30,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8668,Upload :,12,6,2023-03-30,02-03-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8669,Putus :,8,3,2023-03-30,21-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
8670,Putus :,6,1,2023-03-30,28-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8671,Putus :,7,2,2023-03-30,28-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
8672,Register :,10,4,2023-03-30,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8673,Putusan MAHKAMAH AGUNG Nomor 6260 B/PK/PJK/2022,12,2,2023-03-30,05-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8674,Putusan MAHKAMAH AGUNG Nomor 3251 K/Pdt/2022,40,0,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pemalsuan,Berkekuatan Hukum Tetap
8675,Upload :,124,87,2023-03-30,09-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  Hak Cipta,Berkekuatan Hukum Tetap
8676,Upload :,9,5,2023-03-30,27-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8677,Upload :,11,5,2023-03-30,02-03-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8678,Upload :,13,3,2023-03-30,16-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata Agama  Perceraian,Berkekuatan Hukum Tetap
8679,Upload :,11,6,2023-03-30,02-12-2019,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8680,Putusan MAHKAMAH AGUNG Nomor 5836 B/PK/PJK/2022,11,5,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8681,Putusan MAHKAMAH AGUNG Nomor 6475 K/Pid.Sus/2022,66,84,2023-03-30,08-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
8682,Putusan MAHKAMAH AGUNG Nomor 5684 K/Pid.Sus/2022,5,4,2023-03-30,02-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8683,Upload :,11,3,2023-03-30,11-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penganiayaan,Berkekuatan Hukum Tetap
8684,Upload :,9,3,2023-03-30,02-03-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8685,Upload :,7,1,2023-03-30,10-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
8686,Upload :,10,2,2023-03-30,08-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pencurian,Berkekuatan Hukum Tetap
8687,Upload :,7,7,2023-03-30,02-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8688,Upload :,5,4,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8689,Upload :,14,1,2023-03-30,22-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8690,Upload :,21,7,2023-03-30,13-12-2022,Pengadilan  MAHKAMAH AGUNG  Pajak  Pajak Pertambahan NilaiPPN,Berkekuatan Hukum Tetap
8691,Upload :,12,7,2023-03-30,30-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8692,Upload :,10,8,2023-03-30,02-03-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8693,Upload :,6,3,2023-03-30,29-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
8694,Upload :,8,4,2023-03-30,02-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8695,Upload :,13,8,2023-03-30,10-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
8696,Upload :,7,5,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
8697,Upload :,15,2,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
8698,Upload :,3,3,2023-03-30,22-12-2022,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
8699,Putus :,8,2,2023-03-30,13-10-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pencurian,Berkekuatan Hukum Tetap
