,Judul,View,Download,Tanggal Upload,Tanggal Putus,Status,Jenis
5080,Upload :,9,3,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5081,Putus :,5,3,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5082,Register :,5,3,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5083,Putusan MAHKAMAH AGUNG Nomor 4620 B/PK/PJK/2022,23,3,2023-03-29,26-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5084,Putusan MAHKAMAH AGUNG Nomor 3544 K/Pdt/2022,11,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5085,Upload :,8,5,2023-03-29,10-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5086,Putus :,8,3,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5087,Register :,6,3,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5088,Putusan MAHKAMAH AGUNG Nomor 4612 B/PK/PJK/2022,7,4,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5089,Upload :,11,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5090,Putus :,16,3,2023-03-29,26-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
5091,Register :,4,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5092,Putusan MAHKAMAH AGUNG Nomor 4614 B/PK/PJK/2022,4,3,2023-03-29,10-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5093,Putusan MAHKAMAH AGUNG Nomor 3543 K/Pdt/2022,11,6,2023-03-29,22-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5094,Upload :,11,3,2023-03-29,10-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5095,Putus :,11,4,2023-03-29,20-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5096,Register :,12,2,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
5097,Putusan MAHKAMAH AGUNG Nomor 6144 B/PK/PJK/2022,10,3,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5098,Upload :,12,5,2023-03-29,22-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5099,Putus :,22,2,2023-03-29,26-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
5100,Upload :,6,4,2023-03-29,22-12-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5101,Putus :,4,3,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5102,Register :,8,3,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5103,Putusan MAHKAMAH AGUNG Nomor 6139 B/PK/PJK/2022,4,2,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
5104,Upload :,11,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5105,Putus :,11,4,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5106,Register :,8,4,2023-03-29,10-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5107,Putusan MAHKAMAH AGUNG Nomor 6137 B/PK/PJK/2022,12,4,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5108,Upload :,14,6,2023-03-29,01-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5109,Putus :,10,6,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5110,Register :,11,6,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5111,Putusan MAHKAMAH AGUNG Nomor 6136 B/PK/PJK/2022,5,5,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5112,Upload :,9,6,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5113,Putus :,12,11,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5114,Register :,8,5,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5115,Putusan MAHKAMAH AGUNG Nomor 6135 B/PK/PJK/2022,9,12,2023-03-29,20-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5116,Upload :,2,1,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
5117,Putus :,22,4,2023-03-29,05-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5118,Register :,15,11,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5119,Putusan MAHKAMAH AGUNG Nomor 4604 B/PK/PJK/2022,6,5,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5120,Upload :,7,3,2023-03-29,20-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5121,Putus :,8,5,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5122,Putus :,15,3,2023-03-29,21-09-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
5123,Register :,6,5,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5124,Putusan MAHKAMAH AGUNG Nomor 4622 B/PK/PJK/2022,10,3,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5125,Upload :,6,3,2023-03-29,20-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5126,Putus :,11,4,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5127,Register :,14,6,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5128,Putusan MAHKAMAH AGUNG Nomor 4625 B/PK/PJK/2022,14,1,2023-03-29,09-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
5129,Upload :,6,3,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5130,Upload :,9,3,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5131,Putus :,5,3,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5132,Register :,5,3,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5133,Putusan MAHKAMAH AGUNG Nomor 4628 B/PK/PJK/2022,23,3,2023-03-29,26-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5134,Upload :,11,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5135,Putus :,8,5,2023-03-29,10-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5136,Putus :,8,3,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5137,Register :,6,3,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5138,Putusan MAHKAMAH AGUNG Nomor 4610 B/PK/PJK/2022,7,4,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5139,Upload :,11,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5140,Upload :,10,2,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5141,Putus :,9,2,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5142,Register :,5,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5143,Putusan MAHKAMAH AGUNG Nomor 4580 B/PK/PJK/2022,22,2,2023-03-29,26-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
5144,Putusan MAHKAMAH AGUNG Nomor 3718 K/Pdt/2022,12,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5145,Upload :,8,11,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5146,Putus :,9,10,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5147,Register :,9,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5148,Putusan MAHKAMAH AGUNG Nomor 4588 B/PK/PJK/2022,9,6,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5149,Upload :,11,5,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5150,Putus :,11,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5151,Register :,11,2,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5152,Putusan MAHKAMAH AGUNG Nomor 4586 B/PK/PJK/2022,11,7,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5153,Upload :,13,2,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5154,Putus :,11,3,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5155,Register :,19,3,2023-03-29,26-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5156,Putusan MAHKAMAH AGUNG Nomor 6121 B/PK/PJK/2022,9,2,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5157,Upload :,14,8,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5158,Putus :,8,3,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5159,Putus :,8,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5160,Upload :,12,3,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5161,Putus :,14,3,2023-03-29,20-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5162,Register :,53,11,2023-03-29,20-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5163,Putusan MAHKAMAH AGUNG Nomor 4577 B/PK/PJK/2022,20,4,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5164,Upload :,9,4,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5165,Putus :,8,3,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5166,Register :,7,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5167,Putusan MAHKAMAH AGUNG Nomor 4574 B/PK/PJK/2022,8,3,2023-03-29,20-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5168,Upload :,16,8,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5169,Putus :,8,2,2023-03-29,20-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5170,Register :,7,2,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5171,Putusan MAHKAMAH AGUNG Nomor 4571 B/PK/PJK/2022,16,5,2023-03-29,26-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5172,Upload :,12,1,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
5173,Putus :,3,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5174,Putus :,5,2,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5175,Register :,6,2,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5176,Putusan MAHKAMAH AGUNG Nomor 6114 B/PK/PJK/2022,5,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5177,Upload :,8,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5178,Putus :,7,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5179,Register :,12,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5180,Upload :,11,5,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5181,Putus :,10,5,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5182,Register :,4,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5183,Putusan MAHKAMAH AGUNG Nomor 4595 B/PK/PJK/2022,6,3,2023-03-29,21-09-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5184,Putusan MAHKAMAH AGUNG Nomor 4499 B/PK/PJK/2022,3,2,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5185,Upload :,5,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5186,Putus :,7,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5187,Register :,8,2,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5188,Putusan MAHKAMAH AGUNG Nomor 4591 B/PK/PJK/2022,3,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5189,Upload :,9,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5190,Putus :,10,2,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5191,Register :,9,2,2023-03-29,26-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5192,Putusan MAHKAMAH AGUNG Nomor 4594 B/PK/PJK/2022,5,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5193,Upload :,22,2,2023-03-29,26-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
5194,Putus :,12,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5195,Register :,8,11,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5196,Putusan MAHKAMAH AGUNG Nomor 4580 B/PK/PJK/2022,9,10,2023-03-29,22-11-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5197,Putusan MAHKAMAH AGUNG Nomor 3718 K/Pdt/2022,9,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5198,Upload :,9,6,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5199,Putus :,11,5,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5200,Putusan MAHKAMAH AGUNG Nomor 3693 K/Pdt/2022,28,5,2023-03-27,29-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
5201,Putusan MAHKAMAH AGUNG Nomor 3414 K/Pdt/2022,40,3,2023-03-27,20-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
5202,Putusan MAHKAMAH AGUNG Nomor 3692 K/Pdt/2022,26,3,2023-03-27,29-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5203,Putusan MAHKAMAH AGUNG Nomor 1071 PK/Pdt/2022,34,8,2023-03-27,02-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
5204,Putusan MAHKAMAH AGUNG Nomor 194 K/Pdt.Sus-PHI/2023,16,14,2023-03-27,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5205,Putusan MAHKAMAH AGUNG Nomor 183 K/Pdt.Sus-PHI/2023,28,15,2023-03-27,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5206,Putusan MAHKAMAH AGUNG Nomor 181 K/Pdt.Sus-PHI/2023,15,12,2023-03-27,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5207,Putusan MAHKAMAH AGUNG Nomor 185 K/Pdt.Sus-PHI/2023,13,14,2023-03-27,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5208,Putusan MAHKAMAH AGUNG Nomor 60 K/Pdt.Sus-PHI/2023,19,18,2023-03-27,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5209,Putusan MAHKAMAH AGUNG Nomor 3628 K/Pdt/2022,15,4,2023-03-27,08-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata,Berkekuatan Hukum Tetap
5210,Putusan MAHKAMAH AGUNG Nomor 112 K/Pdt.Sus-PHI/2023,14,8,2023-03-27,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5211,Putusan MAHKAMAH AGUNG Nomor 180 K/Pdt.Sus-PHI/2023,15,9,2023-03-27,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5212,Putusan MAHKAMAH AGUNG Nomor 62 K/Pdt.Sus-PHI/2023,10,6,2023-03-27,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5213,Putusan MAHKAMAH AGUNG Nomor 38 K/Pdt.Sus-PHI/2023,11,4,2023-03-27,08-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5214,Putusan MAHKAMAH AGUNG Nomor 74 K/Pdt.Sus-PHI/2023,11,4,2023-03-27,07-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5215,Putusan MAHKAMAH AGUNG Nomor 55 K/Pdt.Sus-PHI/2023,16,5,2023-03-27,30-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5216,Putusan MAHKAMAH AGUNG Nomor 45 K/Pdt.Sus-PHI/2023,14,12,2023-03-27,14-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5217,Putusan MAHKAMAH AGUNG Nomor 59 K/Pdt.Sus-PHI/2023,10,3,2023-03-27,30-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5218,Putusan MAHKAMAH AGUNG Nomor 46 K/Pdt.Sus-PHI/2023,11,4,2023-03-27,30-01-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5219,Putusan MAHKAMAH AGUNG Nomor 48 K/Pdt.Sus-PHI/2023,15,10,2023-03-27,14-02-2023,Pengadilan  MAHKAMAH AGUNG  Perdata Khusus  PHI,Berkekuatan Hukum Tetap
5220,Upload :,7,2,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5221,Upload :,16,5,2023-03-29,26-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5222,Putus :,12,1,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
5223,Register :,3,2,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5224,Putusan MAHKAMAH AGUNG Nomor 4560 B/PK/PJK/2022,5,2,2023-03-29,16-01-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5225,Upload :,6,2,2023-03-29,31-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5226,Putus :,5,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5227,Register :,8,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5228,Putusan MAHKAMAH AGUNG Nomor 4568 B/PK/PJK/2022,7,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5229,Upload :,12,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5230,Putus :,5,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5231,Register :,8,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5232,Putusan MAHKAMAH AGUNG Nomor 4565 B/PK/PJK/2022,4,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5233,Upload :,9,3,2023-03-29,25-10-2022,Pengadilan  MAHKAMAH AGUNG  TUN  Pajak,Berkekuatan Hukum Tetap
5234,Putus :,30,35,2023-03-28,28-09-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Wanprestasi,Berkekuatan Hukum Tetap
5235,Register :,25,15,2023-03-28,28-09-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5236,Putusan MAHKAMAH AGUNG Nomor 4562 B/PK/PJK/2022,23,5,2023-03-27,28-09-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Tanah,Berkekuatan Hukum Tetap
5237,Upload :,23,7,2023-03-27,28-09-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
5238,Upload :,33,13,2023-03-27,25-10-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
5239,Upload :,19,2,2023-03-27,08-11-2022,Pengadilan  MAHKAMAH AGUNG  Perdata  Perbuatan Melawan Hukum,Berkekuatan Hukum Tetap
5240,Putusan MAHKAMAH AGUNG Nomor 4959 K/Pid.Sus/2022,29,27,2023-03-27,27-09-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi  Kerugian Keuangan Negara,Berkekuatan Hukum Tetap
5241,Putusan MAHKAMAH AGUNG Nomor 7404 K/Pid.Sus/2022,16,7,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5242,Putusan MAHKAMAH AGUNG Nomor 7201 K/Pid.Sus/2022,13,7,2023-03-27,27-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
5243,Upload :,21,22,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5244,Putus :,15,10,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
5245,Register :,21,11,2023-03-27,09-02-2023,Pengadilan  MAHKAMAH AGUNG  TUN,Berkekuatan Hukum Tetap
