id,kode_provinsi,nama_provinsi,kesatuan_pengelolaan_hutan,jenis_kayu,produksi_kayu_bulat,satuan,tahun
701,32,JAWA BARAT,INDRAMAYU,PUSPA,0.0,M3,2020
702,32,JAWA BARAT,INDRAMAYU,MAESOPSIS,0.0,M3,2020
703,32,JAWA BARAT,INDRAMAYU,ACACIA MANGIUM,42.56,M3,2020
704,32,JAWA BARAT,INDRAMAYU,RIMBA CAMPURAN,63.91,M3,2020
705,32,JAWA BARAT,KUNINGAN,JATI,4762.33,M3,2020
706,32,JAWA BARAT,KUNINGAN,PINUS,2053.54,M3,2020
707,32,JAWA BARAT,KUNINGAN,MAHONI,508.22,M3,2020
708,32,JAWA BARAT,KUNINGAN,SENGON,1.21,M3,2020
709,32,JAWA BARAT,KUNINGAN,AGATHIS,0.0,M3,2020
710,32,JAWA BARAT,KUNINGAN,SONOKELING,34.3,M3,2020
711,32,JAWA BARAT,KUNINGAN,RASAMALA,0.0,M3,2020
712,32,JAWA BARAT,KUNINGAN,PUSPA,0.0,M3,2020
713,32,JAWA BARAT,KUNINGAN,MAESOPSIS,0.0,M3,2020
714,32,JAWA BARAT,KUNINGAN,ACACIA MANGIUM,0.0,M3,2020
715,32,JAWA BARAT,KUNINGAN,RIMBA CAMPURAN,97.73,M3,2020
